"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\services\badge_service.dart","73","HIGH","UnsafeToString","'type': type.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\badge_service.dart","74","HIGH","UnsafeToString","'rarity': rarity.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\broadcaster_service.dart","29","CRITICAL","NullAssertion","final data = existingDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\chat_service.dart","45","CRITICAL","NullAssertion","return ChatRoom.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\data_export_service.dart","54","CRITICAL","NullAssertion","final data = doc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","42","CRITICAL","NullAssertion","final data = snapshot.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","146","CRITICAL","NullAssertion","final data = userDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","191","CRITICAL","NullAssertion","final eventData = eventDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","219","CRITICAL","NullAssertion","final userData = userSnapshot.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","324","CRITICAL","NullAssertion","final data = eventDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","355","CRITICAL","NullAssertion","final data = userDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","394","CRITICAL","NullAssertion","final data = userDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","427","CRITICAL","NullAssertion","final existingEvent = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\events_service.dart","443","CRITICAL","NullAssertion","final event = Event.fromMap(eventDoc.data()!..['id'] = eventDoc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\fcm_notification_service.dart","163","CRITICAL","NullAssertion","_navigatorKey!.currentState!.pushNamed(","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\fcm_notification_service.dart","173","CRITICAL","NullAssertion","_navigatorKey!.currentState!.pushNamed(","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\fcm_notification_service.dart","183","CRITICAL","NullAssertion","_navigatorKey!.currentState!.pushNamed(","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\file_share_service.dart","54","HIGH","UnsafeToString","(e) => e.toString() == 'FileType.${map['fileType']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\file_share_service.dart","71","HIGH","UnsafeToString","'fileType': fileType.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\gamification_service.dart","376","CRITICAL","NullAssertion","final data = streakDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\messaging_service.dart","138","CRITICAL","NullAssertion","final userData = userDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\messaging_service.dart","289","CRITICAL","NullAssertion","final data = conversationDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\messaging_service.dart","320","CRITICAL","NullAssertion","final senderData = senderDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\messaging_service.dart","328","CRITICAL","NullAssertion","final receiverData = receiverDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\messaging_service.dart","370","CRITICAL","NullAssertion","final userData = userDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\mic_service.dart","167","CRITICAL","NullAssertion","final data = participantDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\moderation_service.dart","250","HIGH","UnsafeToString","'status': report.status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\moderation_service.dart","250","HIGH","PropertyChainToString","'status': report.status.toString().split('.').last,","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\notification_service.dart","130","CRITICAL","NullAssertion","title: message.notification!.title ?? '',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\notification_service.dart","131","CRITICAL","NullAssertion","body: message.notification!.body ?? '',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\oauth_service.dart","130","CRITICAL","NullAssertion","final AccessToken accessToken = result.accessToken!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\photo_upload_service.dart","65","CRITICAL","NullAssertion","return urls['original']!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\photo_upload_service.dart","107","CRITICAL","NullAssertion","return urls['original']!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\presence_service.dart","49","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\presence_service.dart","118","CRITICAL","NullAssertion","return _streamControllers[userId]!.stream;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\presence_service.dart","184","CRITICAL","NullAssertion","final delay = _retryDelay * _retryCounters[retryKey]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\profile_service.dart","19","CRITICAL","NullAssertion","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\profile_service.dart","39","CRITICAL","NullAssertion","final profile = UserProfile.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\profile_service.dart","54","CRITICAL","NullAssertion","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\profile_service.dart","155","CRITICAL","NullAssertion","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\profile_service.dart","165","CRITICAL","NullAssertion","return UserProfile.fromMap(doc.data()!..['id'] = doc.id);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\room_limit_manager.dart","71","CRITICAL","NullAssertion","return _roomPublishers[roomId]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\room_service.dart","83","CRITICAL","NullAssertion","final roomData = roomDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\room_service.dart","130","CRITICAL","NullAssertion","final roomData = roomDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\social_graph_service.dart","187","CRITICAL","NullAssertion","final currentUserData = currentUserDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\subscription_service.dart","19","HIGH","UnsafeToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\subscription_service.dart","19","HIGH","PropertyChainToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\subscription_service.dart","51","HIGH","UnsafeToString","'status': SubscriptionStatus.cancelled.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\subscription_service.dart","51","HIGH","PropertyChainToString","'status': SubscriptionStatus.cancelled.toString().split('.').last,","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\subscription_service.dart","65","HIGH","UnsafeToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\subscription_service.dart","65","HIGH","PropertyChainToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\subscription_service.dart","83","HIGH","UnsafeToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\subscription_service.dart","83","HIGH","PropertyChainToString",".where('status', isEqualTo: SubscriptionStatus.active.toString().split('.').last)","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\subscription_service.dart","121","HIGH","UnsafeToString","'status': SubscriptionStatus.active.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\services\subscription_service.dart","121","HIGH","PropertyChainToString","'status': SubscriptionStatus.active.toString().split('.').last,","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\services\typing_service.dart","67","CRITICAL","NullAssertion","return _streamControllers[chatId]!.stream;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\typing_service.dart","147","CRITICAL","NullAssertion","final delay = _retryDelay * _retryCounters[retryKey]!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","58","CRITICAL","NullAssertion","await _engine!.initialize(RtcEngineContext(appId: appId));","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","82","CRITICAL","NullAssertion","await _engine!.joinChannel(","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","118","CRITICAL","NullAssertion","await _engine!.leaveChannel();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","146","CRITICAL","NullAssertion","await _engine!.enableAudio();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","148","CRITICAL","NullAssertion","await _engine!.disableAudio();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","152","CRITICAL","NullAssertion","await _engine!.enableVideo();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","154","CRITICAL","NullAssertion","await _engine!.disableVideo();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","181","CRITICAL","NullAssertion","await _engine!.muteLocalAudioStream(true);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","183","CRITICAL","NullAssertion","await _engine!.muteLocalAudioStream(false);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","189","CRITICAL","NullAssertion","videoEnabled: _localMediaState!.videoEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","190","CRITICAL","NullAssertion","cameraOn: _localMediaState!.cameraOn,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","212","CRITICAL","NullAssertion","await _engine!.muteLocalVideoStream(true);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","214","CRITICAL","NullAssertion","await _engine!.muteLocalVideoStream(false);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","219","CRITICAL","NullAssertion","audioEnabled: _localMediaState!.audioEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","222","CRITICAL","NullAssertion","micOn: _localMediaState!.micOn,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","241","CRITICAL","NullAssertion","await _engine!.muteRemoteAudioStream(uid: remoteUid, mute: muted);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","248","CRITICAL","NullAssertion","videoEnabled: _remoteUsersMap[remoteUid]!.videoEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","268","CRITICAL","NullAssertion","await _engine!.muteRemoteVideoStream(uid: remoteUid, mute: muted);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","274","CRITICAL","NullAssertion","audioEnabled: _remoteUsersMap[remoteUid]!.audioEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","292","CRITICAL","NullAssertion","await _engine!.release();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","308","CRITICAL","NullAssertion","_engine!.registerEventHandler(","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","334","CRITICAL","NullAssertion","videoEnabled: _remoteUsersMap[remoteUid]!.videoEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_mobile_engine.dart","345","CRITICAL","NullAssertion","audioEnabled: _remoteUsersMap[remoteUid]!.audioEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","235","CRITICAL","NullAssertion","videoEnabled: _localMediaState!.videoEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","236","CRITICAL","NullAssertion","cameraOn: _localMediaState!.cameraOn,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","272","CRITICAL","NullAssertion","audioEnabled: _localMediaState!.audioEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","275","CRITICAL","NullAssertion","micOn: _localMediaState!.micOn,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","313","CRITICAL","NullAssertion","videoEnabled: _remoteUsersMap[remoteUid]!.videoEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\services\video_engines\agora_web_engine.dart","351","CRITICAL","NullAssertion","audioEnabled: _remoteUsersMap[remoteUid]!.audioEnabled,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\debug_wrapper.dart","47","HIGH","UnsafeToString","_error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","38","HIGH","UnsafeToString","final stackTrace = details.stack.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","38","HIGH","PropertyChainToString","final stackTrace = details.stack.toString();","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\error_boundary.dart","73","CRITICAL","NullAssertion","return fileMatch.group(0)!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\error_boundary.dart","79","CRITICAL","NullAssertion","return packageMatch.group(0)!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\error_boundary.dart","186","HIGH","UnsafeToString","connectivityNotifier.reportOffline(error.toString());","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","210","HIGH","UnsafeToString","if (error.toString().contains('network') || error.toString().contains('connection')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","213","HIGH","UnsafeToString","if (error.toString().contains('permission')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","216","HIGH","UnsafeToString","if (error.toString().contains('auth')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\error_boundary.dart","219","HIGH","UnsafeToString","if (error.toString().contains('timeout')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\gift_selector.dart","54","MEDIUM","StringInterpolation","Text('Sent $_selectedAmount coins to ${widget.receiverName}!'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\gift_selector.dart","64","HIGH","UnsafeToString","content: Text('Failed to send tip: ${e.toString()}'),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\gift_selector.dart","64","MEDIUM","StringInterpolation","content: Text('Failed to send tip: ${e.toString()}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\gift_selector.dart","243","MEDIUM","StringInterpolation","child: Text('Send $_selectedAmount Coins'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\models\achievement.dart","38","HIGH","UnsafeToString","(e) => e.toString() == 'AchievementCategory.${map['category']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\achievement.dart","56","HIGH","UnsafeToString","'category': category.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\activity.dart","29","HIGH","UnsafeToString","(e) => e.toString() == 'ActivityType.${map['type']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\activity.dart","44","HIGH","UnsafeToString","'type': type.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\camera_permission.dart","37","HIGH","UnsafeToString","(e) => e.toString() == 'CameraPermissionStatus.${map['status']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\camera_permission.dart","43","CRITICAL","MapAccessToString",": DateTime.tryParse(map['requestedAt'].toString()) ??","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\camera_permission.dart","49","HIGH","UnsafeToString",": DateTime.tryParse(map['respondedAt'].toString()))","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\camera_permission.dart","49","CRITICAL","MapAccessToString",": DateTime.tryParse(map['respondedAt'].toString()))","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\camera_permission.dart","55","HIGH","UnsafeToString",": DateTime.tryParse(map['expiresAt'].toString()))","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\camera_permission.dart","55","CRITICAL","MapAccessToString",": DateTime.tryParse(map['expiresAt'].toString()))","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\camera_permission.dart","65","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\direct_message.dart","138","CRITICAL","NullAssertion","if (!newReactions[emoji]!.contains(userId)) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\models\direct_message.dart","139","CRITICAL","NullAssertion","newReactions[emoji]!.add(userId);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\models\direct_message.dart","165","CRITICAL","NullAssertion","newReactions[emoji]!.remove(userId);","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\models\direct_message.dart","166","CRITICAL","NullAssertion","if (newReactions[emoji]!.isEmpty) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\models\event.dart","64","CRITICAL","MapAccessToString",": DateTime.tryParse(map['startTime'].toString()) ?? DateTime.now())","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\event.dart","69","CRITICAL","MapAccessToString",": DateTime.tryParse(map['endTime'].toString()) ?? DateTime.now().add(const Duration(hours: 2)))","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\event.dart","86","CRITICAL","MapAccessToString",": DateTime.tryParse(map['createdAt'].toString()) ?? DateTime.now())","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\message.dart","91","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\moderation_action.dart","58","CRITICAL","NullAssertion","return expiresAt!.difference(DateTime.now());","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\models\moderation.dart","102","HIGH","UnsafeToString","(e) => e.toString() == 'ReportType.${map['type']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\moderation.dart","120","HIGH","UnsafeToString","'type': type.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\notification_item.dart","39","HIGH","UnsafeToString","(e) => e.toString() == 'NotificationType.${map['type']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\notification_item.dart","53","HIGH","UnsafeToString","'type': type.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\reaction.dart","24","HIGH","UnsafeToString","(e) => e.toString() == 'ReactionType.${map['type']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\reaction.dart","40","HIGH","UnsafeToString","'type': type.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","93","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","93","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room_event.dart","106","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","106","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room_event.dart","121","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","121","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room_event.dart","138","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","138","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room_event.dart","155","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","155","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room_event.dart","173","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room_event.dart","173","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\models\room.dart","162","HIGH","UnsafeToString","(e) => e.toString() == 'RoomType.${json['roomType']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room.dart","214","HIGH","UnsafeToString","'roomType': roomType.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\room.dart","264","HIGH","UnsafeToString","'roomType': roomType.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\speed_dating_result.dart","36","CRITICAL","MapAccessToString",": DateTime.tryParse(map['timestamp'].toString()) ?? DateTime.now())","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\speed_dating_round.dart","42","CRITICAL","MapAccessToString",": DateTime.tryParse(map['startTime'].toString()) ?? DateTime.now())","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\speed_dating_round.dart","55","CRITICAL","MapAccessToString",": DateTime.tryParse(map['createdAt'].toString()) ?? DateTime.now())","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\subscription.dart","44","HIGH","UnsafeToString","'tier': tier.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","45","HIGH","UnsafeToString","'duration': duration.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","55","HIGH","UnsafeToString","(e) => e.toString().split('.').last == map['tier'],","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","59","HIGH","UnsafeToString","(e) => e.toString().split('.').last == map['duration'],","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","104","HIGH","UnsafeToString","'tier': tier.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","107","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","121","HIGH","UnsafeToString","(e) => e.toString().split('.').last == map['tier'],","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\subscription.dart","127","HIGH","UnsafeToString","(e) => e.toString().split('.').last == map['status'],","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\user_presence.dart","36","HIGH","UnsafeToString","(e) => e.toString() == 'PresenceStatus.${map['status']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\user_presence.dart","48","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\video_call_room.dart","41","HIGH","UnsafeToString","(e) => e.toString() == 'VideoCallStatus.${map['status']}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\video_call_room.dart","47","CRITICAL","MapAccessToString",": DateTime.tryParse(map['startTime'].toString()) ??","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\video_call_room.dart","53","HIGH","UnsafeToString",": DateTime.tryParse(map['endTime'].toString()))","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\video_call_room.dart","53","CRITICAL","MapAccessToString",": DateTime.tryParse(map['endTime'].toString()))","Map/List access followed by .toString()","Use (map[key] ?? defaultValue).toString()"
"lib\shared\models\video_call_room.dart","67","HIGH","UnsafeToString","'status': status.toString().split('.').last,","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\models\voice_room_chat_message.dart","139","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
